,Unnamed: 0,lemme,freqlemfilms2,nb_lettres,anagramme,def_1,def_2,def_3,def_4,def_5,def_6,def_7,def_8,def_9,def_10,def_11,def_12,def_13,def_14,def_15,def_16,def_17,def_18,def_19,def_20,def_21,def_22,def_23,def_24,def_25,def_26,def_27,def_28,def_29,def_30,def_31,def_32,def_33,def_34,def_35,def_36,def_37,def_38,def_39
285,286,dégueulasse,19.98,11,eluédasesgu,(Familier) Dégoûtant.,(Familier) (Figuré) Injuste.,(Par substantivation) (Familier) Personne qui provoque le dégoût.,Première personne du singulier de l’indicatif présent de dégueulasser.,Troisième personne du singulier de l’indicatif présent de dégueulasser.,Première personne du singulier du subjonctif présent de dégueulasser.,Troisième personne du singulier du subjonctif présent de dégueulasser.,Deuxième personne du singulier de l’impératif de dégueulasser.,Première personne du singulier de l’imparfait du subjonctif de dégueuler.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,287,illégal,19.88,7,géllila,"Qui est contre la loi, qui ne respecte pas la loi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,288,vain,19.87,4,vian,"Qui est inutile, qui ne produit rien.","Qui est frivole, chimérique, qui n’a aucun fondement solide et raisonnable.","Qui est orgueilleux, plein de vanité.","Ne … que, seulement, seul.","Vas-y, allez-y, allons-y, l’autre peut.","N’importe, tout.",Divers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,289,étonnant,19.85,8,notnnéta,"Qui étonne, qui surprend.","Qualifie quelqu’un qui est extraordinaire, soit en bien, soit en mal.",Participe présent de étonner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,290,gris,19.64,4,gsri,"De couleur grise, entre le blanc et le noir.","(Météorologie) (Familier) Nuageux, couvert et un peu frais.","(Figuré) Terne, triste.","(Familier) Un peu saoul, ivre.","Couleur grise, intermédiaire entre le blanc et le noir.",(Par ellipse) Vin gris.,(Populaire) Tabac scaferlati qui est vendu emballé dans un papier gris.,"(Désuet) Fourrure de l’écureuil, dite « petit-gris ».","(Familier) Arabe, Maghrébin.",Première personne du singulier du passé défini de l’indicatif du verbe ober.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,291,prisonnier,19.64,10,rpiroisnne,"Celui, celle qui est arrêté pour être mis en prison, ou qui y est détenu.",Celui qui a été pris à la guerre.,(Figuré) Celui qui a perdu sa liberté d’action.,Qui est emprisonné.,Qui est pris ; qui est entravé dans ses mouvements.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,292,mystérieux,19.61,10,méietxusry,"Qui contient quelque mystère, quelque secret, quelque sens caché. Se dit proprement en matière de religion.",(Figuré) Se dit en parlant des affaires humaines.,(Par extension) Qui fait mystère de beaucoup de choses et souvent de choses qui n’en valent pas la peine.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,293,chic,19.57,4,ccih,Élégant.,"(Familier) Digne de sympathie par son caractère, sa manière d’agir. (Dans ce sens moral, l’épithète précède le nom.)",Élégance extrême.,(Figuré) Grande habileté.,(Régionalisme) Bruant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,294,sincère,19.51,7,eièrcns,"Qui est franc, véridique, qui dit ce qu’il pense, ce qu’il sent réellement.","Qui est pensé, senti réellement.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,295,physique,19.42,8,pqshiyue,Qui s’exprime dans le monde matériel sous une forme mesurable.,(Sciences) Relatif à la science de la physique.,Qui se rapporte au corps humain.,"(Par extension) Ressenti matériellement dans son propre corps, dans sa chair.","Science qui étudie la nature de la matière, de l’énergie et de leurs interactions.",Ouvrages qui traitent de cette science.,(Vieilli) Étude de la nature.,Aspect extérieur d’une personne.,Physique (aspect extérieur d’une personne).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,296,populaire,19.34,9,piuorlpea,"Qui concerne le peuple, qui appartient au peuple.",Qui est répandu jusque dans le peuple.,"(En particulier) (Politique) Dont la souveraineté est dans les mains du peuple, en parlant de forme de gouvernement, d'État.","Qui fait impression sur le peuple, sur la multitude.",Qui est conforme aux goûts du peuple.,(Par extension) Qui est fait pour plaire au peuple.,Qui recherche et qui se concilie avec l’affectation du peuple.,"Qui a les manières, le langage, etc., du peuple.",(Au singulier) Le peuple ; la populace.,"(Anglicisme) Personnage qui, dans un groupe humain, fait l'objet d'un culte.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,297,correct,19.24,7,ecrrotc,"Où il n’y a point de fautes. Il se dit surtout du style, de l’expression et du langage.","Qui est conforme aux règles de la morale, aux usages du monde, aux circonstances, aux prescriptions ou aux règles non écrites d'un milieu.","(Québec) Quelque chose qui convient, avec laquelle on est d’accord. Quelque chose de vraiment bien, de vraiment bon, voire d’excellent.","Corriger, rectifier.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,298,criminel,19.06,8,rlmecini,"Qui est coupable d’un crime, de crimes.","Condamnable, illicite.","(Figuré) Qui appartient à une personne criminelle, ou qui conçoit des pensées criminelles.",Qualifie la législation qui concerne les crimes et tout ce qui regarde la procédure qu’on fait contre les personnes accusées de crime.,(Droit) Personne convaincue de crime.,"(Quelquefois, par imprudence de langage) Simple accusé ou prévenu.",Matière ou procédure criminelle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,299,blessé,18.77,6,lbéses,Qui a subi une ou des blessures.,"(Figuré) Qui est atteint dans son honneur, dans son orgueil.",(Substantif de l’adjectif) Personne qui a subi une ou des blessures.,Participe passé masculin singulier du verbe blesser.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,300,fameux,18.67,6,faeumx,Dont la réputation est très grande.,(Par extension) Qui est remarquable en son genre.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,301,large,18.66,5,eralg,"Qualifie un corps considéré dans l’extension qu’il a d’un de ses côtés à l’autre, lorsqu'on parle de sa plus petite longueur, par opposition à long.","(Par extension) Qui a une largeur trop grande par rapport à une autre largeur, ou de référence, ou attendue, ou espérée.","(Arts) Qui est fait par masses et à grands traits, qui n’a rien de maigre, de mesquin, de timide.",Qui est étendu ou qui est de grande amplitude.,(Sens étymologique) Qui aime à donner.,"Qui est peu scrupuleux, qui se donne beaucoup de liberté.","Qui n'a pas de prévention, qui est tolérant",(Parfois) Facultatif.,"(Populaire) Qui éprouve une sensation de bien-être, de sérénité.","(Populaire) (Familier) Qui a du temps devant soi, qui n'est pas pressé.","À grands traits, en parlant de peindre, de dessiner, etc.",(France) (Populaire) Façon familière d’acquiescer.,(Courant) Largeur.,(Marine) Partie de la mer qui est éloignée des côtes ; haute mer.,,,,,,,,,,,,,,,,,,,,,,,,,
301,302,laid,18.54,4,dlai,"Qui a quelque défaut qui se remarque dans les proportions, dans les formes ou dans les couleurs qui constituent la beauté chez les hommes et chez les animaux.",Qui est désagréable à voir.,"Qui est déshonnête, contraire à la bienséance, au devoir.",Une personne laide.,(Au masculin) En parlant des choses.,Prétérit de to lay.,Participe passé de to lay.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,303,ivre,18.32,4,rvie,"Qui a le cerveau troublé par l’effet des boissons fermentées, par l’alcool, etc.","(Figuré) Qui a l’âme troublée par le transport, le délire, l’égarement d’une passion.",Première personne du singulier du présent de l’indicatif de ivrer.,Troisième personne du singulier du présent de l’indicatif de ivrer.,Première personne du singulier du présent du subjonctif de ivrer.,Troisième personne du singulier du présent du subjonctif de ivrer.,Deuxième personne du singulier de l’impératif de ivrer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,304,final,18.2,5,lfian,"Qui finit, qui termine.",Qui dure jusqu’à la fin.,(Philosophie) Qu’on se propose pour but.,"Dernière partie d’une œuvre vocale, instrumentale ou orchestrale.","Final, dénouement, conclusion, fin.","Finale, match, jeu ou concours final.",Examen final.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,305,mental,18.15,6,etlamn,"Qui se fait, qui s’exécute dans l’esprit, dans l’entendement.",Qui a rapport à l’entendement.,(Psychologie) Ensemble des activités de l’esprit comprenant les pensées et les émotions.,"(Par extension) (Psychologie) Ensemble des activités mentales, des pensées, provoquées par les émotions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,306,central,18.14,7,nlctera,"Qui est dans le centre, qui a rapport au centre.",(Figuré) Principal.,(Par ellipse) (Téléphonie) Central téléphonique.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,307,local,18.11,5,lcoal,Qui appartient à un lieu ; qui a rapport à un lieu.,"(Littérature) (Par extension) Qui reproduit, d’une manière exacte et pittoresque, les mœurs, les costumes et les caractères d’un pays ou d’un temps.","(Peinture) Propre à chaque objet, indépendamment de la distribution particulière de la lumière et des ombres.",Topographique.,"(Médecine) Borné à un seul organe, à un seul endroit du corps et sans symptômes généraux.","(Informatique) Qui est situé au même emplacement géographique, dont l’accès par le réseau est rapide.",Celui qui habite le lieu.,"Lieu, bâtiment à destination de commerce ou d’industrie.",Lieu considéré par rapport à sa disposition et à son état.,"Ensemble regroupant une propriété ou une surface cadastrale, incluant le bâti et le non bâti :",Local (de syndicat).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,308,pourri,18.09,6,oirupr,(Sens propre) ou (Figuré) Qui est en état de pourriture ou de corruption.,(Par extension) Qui est de médiocre valeur.,"(Péjoratif) Personnage qui se laisse corrompre, qui est corrompu.",Participe passé masculin singulier de pourrir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,309,patient,17.66,7,nitatpe,"(Vieilli) Qui souffre avec modération et sans murmurer les adversités, les injures, les mauvais traitements, etc.","Qui supporte, qui tolère avec bonté, avec douceur les défauts, les importunités d’autrui.",Qui attend et qui persévère avec tranquillité.,(Didactique) Qui reçoit l’impression d’un agent physique.,"(Didactique) Celui sur qui on agit, par opposition à un agent, celui qui agit.",(Vieilli) Individu condamné à la peine capitale et qui va être exécuté.,"Celui qui est entre les mains des chirurgiens ou des médecins, et plus généralement, d’un personnel soignant.","(Grammaire) Personne ou chose sur laquelle l’agent fait une action, montrée généralement par un COD dans la voix active.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,310,suffisant,17.56,9,asfifsnut,Qui suffit.,"Qui est vain, fat, présomptueux, satisfait de sa personne.",Personne suffisante.,Participe présent de suffire.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,311,injuste,17.46,7,utisjne,"Qui n’a pas de justice, qui agit contre les règles de la justice.","Qui est contraire à la justice, à l’équité ; qui est déraisonnable, mal fondé.",(Au singulier) Ce qui est empreint d'injustice.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,312,reçu,17.39,4,çrue,"Qui est admis, établi, consacré.","Quittance sous seing privé, par laquelle on reconnaît avoir reçu une somme.",(Par extension) Écrit par lequel on reconnaît avoir reçu quelque chose.,Participe passé masculin singulier de recevoir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,313,arrière,17.38,7,rèareir,"Loin ; bien loin. — Note :  N’est guère usité en ce sens que dans certaines phrases elliptiques par lesquelles on enjoint de se retirer, de s’éloigner, et qui marquent l’horreur ou le mépris.",Partie postérieure d’une chose.,"(Marine) Partie du navire où se trouve le gouvernail; poupe ; moitié de la longueur d’un bâtiment, depuis le grand mât jusqu’à la poupe.","Zone épargnée par les combats, lors d’une guerre.",(Football) Joueur de champ jouant à proximité de son but.,(Rugby) Joueur (numéro 15 sur le maillot en rugby à XV).,(Rugby) Un des joueurs de rugby d'une équipe qui ne participent pas à la mêlée (numéros 10 à 15 sur le maillot en rugby à XV).,(Handball) Joueur positionné entre le demi-centre et l'ailier.,Première personne du singulier de l’indicatif présent du verbe arriérer.,Troisième personne du singulier de l’indicatif présent du verbe arriérer.,Première personne du singulier du subjonctif présent du verbe arriérer.,Troisième personne du singulier du subjonctif présent du verbe arriérer.,Deuxième personne du singulier de l’impératif du verbe arriérer.,,,,,,,,,,,,,,,,,,,,,,,,,,
313,314,commandant,17.32,10,mcdmaontan,"Qui commande dans une place, ou qui commande des troupes, une troupe, un bâtiment de guerre.",Personne en charge d’un commandement.,"(Militaire) Grade donné à un officier supérieur situé entre son supérieur hiérarchique, le lieutenant-colonel, et son subordonné, le capitaine, dans certaines armes et dans les services de l’armée de terre et dans l’armée de l’air, en France. Le code OTAN : OF-3.","Grade donné à un officier supérieur situé entre son supérieur hiérarchique, le lieutenant-colonel, et son subordonné, le capitaine, dans certaines administrations.",Officier de police sous les ordres d’un commissaire de police et supérieur hiérarchique d’un capitaine.,Participe présent de commander.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,315,positif,17.27,7,sotpfii,"Qui est certain, constant et sûr.",Qui facilite les choses. Qui va dans le bon sens.,"(Droit) Fondé sur une loi écrite et non pas sur l’institution divine (droit religieux), la coutume (droit civil) ou la jurisprudence.",(Logique) Qui affirme ou pose une qualité comme existante et réelle. Affirmatif.,Se dit aussi par opposition à négatif.,"(Mathématiques) Plus que zéro, et parfois, zéro ou plus. Note :  zéro est parfois considéré, en mathématiques francophones, comme à la fois positif et négatif. Ce n’est pas le cas dans d'autres langues : p. ex. en anglais, zéro n’est ni positive ni negative. → voir strictement positif.","(Électronique) Qui appartient à la partie d’un circuit, d’un conducteur, d’un connecteur caractérisée par un déficit d’électrons. → voir électropositif.",(Physique) Pôle positif : Le pôle d’une pile électrique opposé au pôle négatif. Ce pôle positif absorbe les électrons provenant du circuit relié à la pile.,"(Photographie) Tirage ou épreuve, par opposition au négatif.","(Grammaire) Ce qui est au premier degré, où la qualité est simplement affirmée, par opposition à comparatif et à superlatif.","Qui est réel, solide, par opposition à ce qui est chimérique.",(Familier) Avantages matériels et pécuniaires.,"Premier degré, par rapport à comparatif et à superlatif.","(Musique) Ensemble de jeux d’orgues correspondant à un clavier spécial et qui, dans les instruments anciens, est placé habituellement en encorbellement, dans le dos de l’organiste.",,,,,,,,,,,,,,,,,,,,,,,,,
